customer_id,segment_name,R,F,M,RFM_score,recency_days,frequency_180d,monetary_180d,ticket_count_90d,avg_discount_pct_180d,sessions_30d,return_rate_180d,negative_ticket_rate_90d,last_visit_days_ago,last_campaign_received,manual_priority_bucket,churn_next_60d
CUST00612,Loyal Customers,3,4,5,12,48,2,2120.98,0,0.35,9,0.0,0.0,1,bundle_discount,medium,1
CUST00613,Champions,5,5,5,15,4,4,2969.31,2,0.435,14,0.0,0.0,7,none,medium,0
CUST00614,Dormant,1,1,1,3,196,0,0.0,0,0.0,1,0.0,0.0,38,new_launch,high,1
CUST00615,Promising New,4,2,2,8,34,1,446.03,1,0.17,4,1.0,1.0,6,new_launch,medium,1
CUST00616,Loyal Customers,4,4,3,11,36,2,1139.91,1,0.165,10,0.0,1.0,16,bundle_discount,medium,1
CUST00617,Champions,5,5,5,15,14,6,4116.99,0,0.385,8,0.0,0.0,7,new_launch,low,0
CUST00618,At-Risk,2,4,4,10,92,2,1570.53,0,0.215,8,0.0,0.0,2,welcome_offer,high,0
CUST00619,Loyal Customers,5,4,3,12,2,2,925.36,0,0.215,8,0.0,0.0,12,welcome_offer,low,0
CUST00620,Needs Attention,2,2,2,6,90,1,449.48,1,0.26,17,0.0,1.0,30,new_launch,high,0
CUST00621,Needs Attention,2,2,1,5,92,1,348.53,0,0.29,6,0.0,0.0,14,bundle_discount,high,1
CUST00622,Dormant,1,2,4,7,180,1,1369.13,0,0.18,1,0.0,0.0,41,free_shipping,high,1
CUST00623,At-Risk,2,5,5,12,108,4,1945.71,0,0.323,18,0.25,0.0,15,free_shipping,high,0
CUST00624,Dormant,1,1,1,3,232,0,0.0,0,0.0,4,0.0,0.0,60,new_launch,high,1
CUST00625,Loyal Customers,3,5,4,12,66,3,1716.26,0,0.387,2,0.0,0.0,0,none,medium,1
CUST00626,Champions,5,4,4,13,9,2,1214.38,1,0.23,12,0.0,0.0,0,free_shipping,medium,0
CUST00627,Needs Attention,3,2,2,7,75,1,403.11,0,0.28,6,0.0,0.0,17,free_shipping,medium,1
CUST00628,Discount Sensitive,3,2,1,6,59,1,232.57,1,0.58,9,0.0,1.0,15,none,medium,0
CUST00629,Promising New,4,2,2,8,44,1,442.4,0,0.42,2,0.0,0.0,3,none,medium,0
CUST00630,At-Risk,2,4,5,11,93,2,1967.63,0,0.285,20,0.0,0.0,13,welcome_offer,high,0
CUST00631,Loyal Customers,3,5,4,12,68,3,1238.87,0,0.49,0,0.0,0.0,5,bundle_discount,medium,1
CUST00632,Discount Sensitive,3,2,3,8,61,1,1078.63,0,0.45,11,0.0,0.0,0,bundle_discount,medium,1
CUST00633,Promising New,4,2,4,10,33,1,1619.36,0,0.17,4,0.0,0.0,0,none,low,0
CUST00634,At-Risk,2,4,3,9,118,2,727.14,0,0.23,1,0.0,0.0,32,bundle_discount,high,1
CUST00635,Discount Sensitive,2,2,3,7,134,1,1016.46,0,0.35,1,0.0,0.0,13,bundle_discount,high,1
CUST00636,Loyal Customers,3,4,5,12,72,2,2158.95,0,0.195,1,0.0,0.0,24,free_shipping,medium,0
CUST00637,Discount Sensitive,3,2,3,8,60,1,928.75,0,0.56,1,0.0,0.0,15,new_launch,high,0
CUST00638,Dormant,1,2,1,4,173,1,300.91,0,0.33,0,0.0,0.0,44,none,high,1
CUST00639,Dormant,1,1,1,3,369,0,0.0,0,0.0,1,0.0,0.0,58,none,high,1
CUST00640,Silent Disengaged,2,2,2,6,130,1,641.86,0,0.28,0,0.0,0.0,25,welcome_offer,high,1
CUST00641,Champions,4,5,4,13,35,3,1518.18,0,0.303,5,0.0,0.0,0,welcome_offer,low,0
CUST00642,Champions,5,5,4,14,18,3,1654.45,0,0.407,4,0.0,0.0,12,bundle_discount,low,0
CUST00643,Dormant,1,2,3,6,155,1,1091.34,0,0.26,14,0.0,0.0,33,none,high,1
CUST00644,Loyal Customers,3,4,3,10,78,2,715.36,0,0.285,0,0.0,0.0,25,welcome_offer,high,1
CUST00645,Dormant,1,1,1,3,252,0,0.0,0,0.0,0,0.0,0.0,47,none,high,1
CUST00646,Needs Attention,2,2,2,6,117,1,624.08,0,0.07,5,0.0,0.0,20,free_shipping,high,0
CUST00647,Needs Attention,3,2,2,7,64,1,507.52,1,0.13,2,0.0,0.0,9,free_shipping,medium,1
CUST00648,Promising New,4,2,4,10,31,1,1298.17,0,0.13,3,0.0,0.0,16,free_shipping,low,0
CUST00649,Needs Attention,2,2,1,5,124,1,364.41,0,0.34,5,0.0,0.0,16,none,high,1
CUST00650,Loyal Customers,3,4,5,12,59,2,2193.25,0,0.345,6,0.0,0.0,5,bundle_discount,medium,1
CUST00651,Champions,4,4,5,13,34,2,2189.98,0,0.395,6,0.0,0.0,5,none,low,0
CUST00652,Loyal Customers,3,4,5,12,75,2,2138.43,0,0.505,13,0.0,0.0,13,bundle_discount,medium,0
CUST00653,Champions,4,4,5,13,32,2,2037.83,0,0.235,19,0.0,0.0,11,none,low,0
CUST00654,Champions,5,5,5,15,8,4,4671.99,2,0.11,8,0.5,1.0,0,welcome_offer,medium,0
CUST00655,Silent Disengaged,3,2,2,7,79,1,631.53,0,0.11,0,0.0,0.0,15,none,high,0
CUST00656,Loyal Customers,3,4,4,11,67,2,1360.96,0,0.24,16,0.0,0.0,6,bundle_discount,medium,0
CUST00657,Loyal Customers,3,4,2,9,63,2,674.97,1,0.38,5,0.5,1.0,8,new_launch,medium,1
CUST00658,Dormant,1,1,1,3,219,0,0.0,0,0.0,3,0.0,0.0,29,free_shipping,high,1
CUST00659,Promising New,5,2,3,10,16,1,883.27,0,0.37,21,0.0,0.0,0,welcome_offer,low,0
CUST00660,Promising New,4,2,2,8,43,1,573.43,0,0.16,7,0.0,0.0,8,bundle_discount,medium,0
CUST00661,Dormant,1,2,2,5,180,1,415.44,0,0.44,1,0.0,0.0,33,welcome_offer,high,1
CUST00662,Needs Attention,2,2,3,7,124,1,852.96,0,0.27,2,0.0,0.0,28,bundle_discount,high,1
CUST00663,Loyal Customers,3,5,4,12,64,3,1861.9,0,0.4,14,0.0,0.0,26,none,medium,1
CUST00664,Promising New,5,2,1,8,20,1,237.27,1,0.34,1,0.0,0.0,0,bundle_discount,high,0
CUST00665,Champions,4,5,5,14,35,3,1936.8,1,0.237,3,0.333,1.0,3,new_launch,medium,0
CUST00666,Promising New,5,2,2,9,3,1,540.99,1,0.32,1,0.0,0.0,10,bundle_discount,high,0
CUST00667,Champions,4,4,4,12,25,2,1406.34,0,0.22,7,0.5,0.0,9,free_shipping,low,0
CUST00668,Loyal Customers,4,4,3,11,42,2,952.41,0,0.16,3,0.0,0.0,10,new_launch,medium,1
CUST00669,Loyal Customers,3,5,5,13,57,3,2774.76,0,0.243,1,0.0,0.0,0,none,medium,0
CUST00670,Dormant,1,1,1,3,242,0,0.0,0,0.0,0,0.0,0.0,52,none,high,1
CUST00671,Champions,5,5,5,15,2,3,2568.33,0,0.34,13,0.0,0.0,7,bundle_discount,low,0
CUST00672,Discount Sensitive,2,2,2,6,141,1,434.37,0,0.47,10,0.0,0.0,18,none,high,1
CUST00673,Discount Sensitive,2,2,4,8,118,1,1297.2,0,0.36,1,0.0,0.0,28,none,high,1
CUST00674,Loyal Customers,3,5,5,13,56,5,2521.51,0,0.28,14,0.0,0.0,12,free_shipping,medium,1
CUST00675,At-Risk,2,4,5,11,130,2,4218.15,0,0.235,8,0.0,0.0,35,bundle_discount,high,0
CUST00676,Promising New,5,2,3,10,6,1,714.17,1,0.4,9,0.0,0.0,0,welcome_offer,medium,0
CUST00677,Promising New,5,2,1,8,6,1,291.61,0,0.36,1,0.0,0.0,13,free_shipping,high,0
CUST00678,Dormant,1,1,1,3,196,0,0.0,0,0.0,1,0.0,0.0,26,none,high,1
CUST00679,Loyal Customers,3,5,5,13,83,3,2474.75,0,0.337,3,0.0,0.0,18,free_shipping,high,0
CUST00680,Dormant,1,1,1,3,215,0,0.0,0,0.0,1,0.0,0.0,41,new_launch,high,1
CUST00681,Dormant,1,1,1,3,211,0,0.0,0,0.0,1,0.0,0.0,35,welcome_offer,high,1
CUST00682,Promising New,5,2,4,11,19,1,1238.23,1,0.17,6,0.0,0.0,7,new_launch,medium,0
CUST00683,Champions,5,5,5,15,0,3,3422.7,1,0.25,7,0.0,0.0,0,none,medium,0
CUST00684,Needs Attention,2,2,2,6,140,1,547.13,0,0.34,2,0.0,0.0,2,new_launch,high,1
CUST00685,Promising New,5,2,3,10,2,1,1158.09,0,0.44,3,0.0,0.0,0,bundle_discount,low,0
CUST00686,Needs Attention,2,2,1,5,127,1,318.48,0,0.31,21,0.0,0.0,20,none,high,1
CUST00687,At-Risk,2,5,5,12,117,3,2804.77,0,0.31,1,0.0,0.0,34,welcome_offer,high,1
CUST00688,Champions,5,5,5,15,13,4,2214.44,1,0.265,1,0.25,1.0,0,bundle_discount,medium,0
CUST00689,Loyal Customers,3,5,5,13,70,4,4514.31,0,0.1,13,0.0,0.0,19,new_launch,medium,0
CUST00690,Champions,5,5,5,15,4,3,3098.92,0,0.303,11,0.0,0.0,10,welcome_offer,low,0
CUST00691,Loyal Customers,3,4,4,11,61,2,1222.65,0,0.52,14,0.0,0.0,18,none,medium,0
CUST00692,Discount Sensitive,3,2,1,6,58,1,269.14,0,0.48,0,0.0,0.0,16,bundle_discount,high,1
CUST00693,Silent Disengaged,2,2,3,7,147,1,804.56,0,0.27,0,0.0,0.0,5,bundle_discount,high,1
CUST00694,Needs Attention,3,2,1,6,74,1,345.14,0,0.23,14,0.0,0.0,12,none,medium,1
CUST00695,Dormant,1,1,1,3,198,0,0.0,0,0.0,4,0.0,0.0,48,bundle_discount,high,1
CUST00696,Loyal Customers,4,4,3,11,40,2,796.15,0,0.315,1,0.0,0.0,8,bundle_discount,medium,0
CUST00697,Dormant,1,1,1,3,247,0,0.0,0,0.0,1,0.0,0.0,47,none,high,0
CUST00698,Champions,5,5,5,15,14,3,2572.72,2,0.27,11,0.333,1.0,16,new_launch,medium,0
CUST00699,Loyal Customers,3,5,5,13,47,4,2191.51,0,0.383,15,0.0,0.0,20,free_shipping,medium,0
CUST00700,Needs Attention,3,2,1,6,49,1,345.91,0,0.22,1,0.0,0.0,22,new_launch,high,0
CUST00701,Needs Attention,2,2,3,7,122,1,892.63,0,0.0,10,0.0,0.0,26,free_shipping,high,1
CUST00702,Needs Attention,3,2,1,6,77,1,357.55,1,0.11,2,0.0,1.0,16,none,high,1
CUST00703,Needs Attention,2,2,1,5,104,1,360.06,0,0.31,3,0.0,0.0,27,none,high,1
CUST00704,Loyal Customers,4,4,3,11,22,2,1084.34,0,0.345,12,0.0,0.0,0,new_launch,low,1
CUST00705,Promising New,5,2,3,10,12,1,872.61,1,0.0,1,1.0,1.0,5,new_launch,high,1
CUST00706,Promising New,5,2,2,9,2,1,439.07,0,0.33,2,0.0,0.0,0,bundle_discount,low,0
CUST00707,Dormant,1,1,1,3,189,0,0.0,0,0.0,10,0.0,0.0,19,free_shipping,high,0
CUST00708,Champions,4,5,5,14,45,4,2683.09,1,0.305,5,0.0,1.0,5,free_shipping,medium,0
CUST00709,Silent Disengaged,2,2,5,9,129,1,1966.47,0,0.13,0,0.0,0.0,17,bundle_discount,high,1
CUST00710,Champions,5,5,5,15,16,4,2426.17,0,0.275,8,0.0,0.0,0,free_shipping,low,0
CUST00711,Champions,5,5,5,15,19,5,4117.05,1,0.416,10,0.0,1.0,13,new_launch,medium,0
CUST00712,Promising New,5,2,2,9,4,1,676.24,0,0.2,2,0.0,0.0,0,bundle_discount,low,0
CUST00713,Champions,5,5,5,15,3,4,3625.93,2,0.31,10,0.25,0.5,0,bundle_discount,medium,0
CUST00714,Loyal Customers,4,5,3,12,40,3,1036.94,1,0.497,2,0.333,1.0,0,bundle_discount,medium,0
CUST00715,Loyal Customers,4,5,3,12,25,3,954.63,0,0.517,4,0.0,0.0,14,bundle_discount,low,0
CUST00716,Champions,5,5,4,14,6,3,1449.24,1,0.29,14,0.0,1.0,0,welcome_offer,medium,0
CUST00717,Promising New,5,2,3,10,0,1,884.85,0,0.31,6,0.0,0.0,7,welcome_offer,low,0
CUST00718,Needs Attention,2,2,1,5,117,1,348.64,0,0.2,2,0.0,0.0,35,bundle_discount,high,1
CUST00719,Dormant,1,2,2,5,168,1,461.68,0,0.41,2,0.0,0.0,38,free_shipping,high,0
CUST00720,Dormant,1,1,1,3,291,0,0.0,0,0.0,1,0.0,0.0,53,welcome_offer,high,1
CUST00721,Promising New,5,2,4,11,14,1,1856.99,0,0.1,8,0.0,0.0,0,bundle_discount,low,0
CUST00722,Promising New,4,2,1,7,30,1,256.54,1,0.6,1,1.0,1.0,0,welcome_offer,high,1
CUST00723,Needs Attention,3,2,2,7,69,1,546.81,0,0.1,7,0.0,0.0,21,bundle_discount,medium,1
CUST00724,Loyal Customers,5,4,3,12,8,2,1014.94,0,0.12,8,0.0,0.0,0,welcome_offer,low,0
CUST00725,At-Risk,2,4,3,9,141,2,950.51,0,0.39,0,0.0,0.0,37,new_launch,high,1
CUST00726,At-Risk,2,5,5,12,98,4,4849.51,0,0.34,10,0.25,0.0,19,none,high,0
CUST00727,Champions,5,5,5,15,8,4,2696.01,0,0.343,10,0.25,0.0,7,bundle_discount,low,1
CUST00728,Needs Attention,3,2,2,7,66,1,396.38,1,0.22,6,1.0,1.0,17,free_shipping,medium,1
CUST00729,Discount Sensitive,2,2,4,8,140,1,1324.83,0,0.38,1,0.0,0.0,42,welcome_offer,high,1
CUST00730,Dormant,1,1,1,3,232,0,0.0,0,0.0,3,0.0,0.0,43,new_launch,high,0
CUST00731,Discount Sensitive,2,2,2,6,136,1,433.67,0,0.42,2,0.0,0.0,18,welcome_offer,high,1
CUST00732,Promising New,5,2,2,9,6,1,402.61,1,0.13,6,0.0,1.0,4,welcome_offer,medium,0
CUST00733,Needs Attention,3,2,2,7,66,1,376.53,0,0.31,5,0.0,0.0,8,none,medium,0
CUST00734,At-Risk,2,4,5,11,89,2,2020.81,0,0.38,6,0.0,0.0,30,welcome_offer,high,0
CUST00735,Champions,5,4,4,13,12,2,1244.28,0,0.42,1,0.0,0.0,0,new_launch,low,0
CUST00736,Loyal Customers,3,5,4,12,66,3,1727.68,0,0.353,3,0.0,0.0,15,none,medium,1
CUST00737,Promising New,4,2,3,9,24,1,872.88,0,0.16,1,0.0,0.0,4,bundle_discount,high,0
CUST00738,Needs Attention,3,2,2,7,78,1,545.24,1,0.18,8,1.0,1.0,25,new_launch,high,1
CUST00739,Promising New,4,2,3,9,24,1,1047.95,0,0.27,8,0.0,0.0,0,welcome_offer,low,0
CUST00740,Dormant,1,1,1,3,261,0,0.0,0,0.0,5,0.0,0.0,59,new_launch,high,1
CUST00741,Dormant,1,1,1,3,225,0,0.0,0,0.0,3,0.0,0.0,52,new_launch,high,0
CUST00742,Discount Sensitive,3,2,2,7,49,1,441.54,0,0.47,5,0.0,0.0,8,bundle_discount,medium,1
CUST00743,Promising New,5,2,3,10,1,1,1124.66,0,0.4,3,0.0,0.0,18,new_launch,low,0
CUST00744,Loyal Customers,3,4,3,10,65,2,1108.58,0,0.14,2,0.0,0.0,25,free_shipping,medium,1
CUST00745,Promising New,5,2,3,10,1,1,1077.53,0,0.28,14,0.0,0.0,4,welcome_offer,low,0
CUST00746,Dormant,1,2,1,4,177,1,352.33,0,0.53,0,0.0,0.0,17,welcome_offer,high,1
CUST00747,Promising New,5,2,3,10,11,1,1123.87,1,0.31,13,0.0,1.0,7,none,medium,0
CUST00748,Loyal Customers,3,5,5,13,58,3,2603.35,0,0.123,5,0.0,0.0,0,welcome_offer,medium,0
CUST00749,Promising New,5,2,3,10,11,1,872.34,0,0.41,13,0.0,0.0,11,bundle_discount,low,0
CUST00750,Loyal Customers,3,4,3,10,49,2,962.3,0,0.39,8,0.0,0.0,4,welcome_offer,medium,0
CUST00751,Promising New,5,2,2,9,15,1,657.24,0,0.21,8,0.0,0.0,5,new_launch,low,0
CUST00752,At-Risk,2,4,4,10,97,2,1319.55,0,0.235,2,0.0,0.0,33,welcome_offer,high,1
CUST00753,Needs Attention,2,2,3,7,143,1,1093.17,0,0.16,9,0.0,0.0,40,new_launch,high,1
CUST00754,Champions,4,4,5,13,37,2,3639.05,0,0.13,18,0.0,0.0,4,welcome_offer,medium,0
CUST00755,Dormant,1,1,1,3,200,0,0.0,0,0.0,12,0.0,0.0,45,none,high,1
CUST00756,Silent Disengaged,2,2,1,5,113,1,329.74,0,0.33,0,0.0,0.0,17,free_shipping,high,1
CUST00757,Promising New,5,2,2,9,8,1,481.24,0,0.33,4,0.0,0.0,0,free_shipping,low,0
CUST00758,Loyal Customers,3,5,3,11,78,3,1129.62,0,0.31,13,0.0,0.0,19,none,high,0
CUST00759,Champions,4,4,4,12,38,2,1562.24,0,0.26,4,0.0,0.0,21,free_shipping,medium,1
CUST00760,Dormant,1,2,1,4,162,1,368.74,0,0.32,1,1.0,0.0,37,bundle_discount,high,1
CUST00761,Dormant,1,1,1,3,193,0,0.0,0,0.0,1,0.0,0.0,41,new_launch,high,1
CUST00762,Champions,4,4,5,13,46,2,2784.57,0,0.24,8,0.5,0.0,25,bundle_discount,medium,0
CUST00763,Dormant,1,1,1,3,188,0,0.0,0,0.0,0,0.0,0.0,47,welcome_offer,high,1
CUST00764,Champions,4,4,4,12,23,2,1414.13,0,0.145,8,0.0,0.0,1,welcome_offer,low,0
CUST00765,At-Risk,2,4,5,11,98,2,2264.58,0,0.385,2,0.0,0.0,12,welcome_offer,high,1
CUST00766,Dormant,1,2,2,5,166,1,389.83,0,0.3,7,0.0,0.0,46,welcome_offer,high,1
CUST00767,Needs Attention,3,2,2,7,75,1,468.97,1,0.32,7,0.0,1.0,18,new_launch,medium,1
CUST00768,Champions,4,4,4,12,21,2,1483.56,1,0.175,3,0.0,1.0,7,bundle_discount,medium,0
CUST00769,Loyal Customers,5,4,3,12,18,2,971.74,0,0.275,2,0.0,0.0,0,none,low,1
CUST00770,Champions,4,5,5,14,27,3,2711.16,1,0.2,12,0.0,1.0,0,welcome_offer,medium,0
CUST00771,Discount Sensitive,2,2,2,6,90,1,456.76,1,0.41,8,0.0,1.0,0,none,high,1
CUST00772,Dormant,1,1,1,3,190,0,0.0,0,0.0,9,0.0,0.0,27,free_shipping,high,1
CUST00773,Needs Attention,3,2,2,7,71,1,658.94,0,0.1,4,0.0,0.0,3,none,medium,1
CUST00774,Needs Attention,2,2,1,5,101,1,364.21,0,0.15,2,0.0,0.0,28,bundle_discount,high,1
CUST00775,Promising New,4,2,4,10,23,1,1298.92,0,0.23,8,0.0,0.0,10,new_launch,low,0
CUST00776,Silent Disengaged,2,2,2,6,135,1,547.9,0,0.27,0,0.0,0.0,35,welcome_offer,high,1
CUST00777,Promising New,5,2,3,10,10,1,720.41,0,0.32,2,0.0,0.0,1,free_shipping,low,0
CUST00778,Dormant,1,1,1,3,331,0,0.0,0,0.0,1,0.0,0.0,57,bundle_discount,high,1
CUST00779,Promising New,5,2,2,9,6,1,416.15,0,0.49,3,0.0,0.0,0,none,low,0
CUST00780,Champions,4,5,5,14,36,4,3232.4,2,0.29,12,0.25,0.0,9,new_launch,medium,0
CUST00781,Discount Sensitive,3,2,2,7,49,1,442.8,0,0.38,4,0.0,0.0,14,free_shipping,medium,0
CUST00782,Dormant,1,1,1,3,194,0,0.0,0,0.0,1,0.0,0.0,41,welcome_offer,high,1
CUST00783,Dormant,1,1,1,3,232,0,0.0,0,0.0,3,0.0,0.0,49,none,high,1
CUST00784,Champions,4,4,4,12,45,2,1269.12,0,0.355,11,0.0,0.0,0,bundle_discount,medium,1
CUST00785,Champions,5,5,4,14,11,3,1464.91,0,0.403,5,0.0,0.0,15,none,low,0
CUST00786,Needs Attention,1,2,3,6,150,1,1030.43,0,0.16,1,0.0,0.0,28,none,high,1
CUST00787,Loyal Customers,3,5,5,13,48,3,2376.36,0,0.33,2,0.0,0.0,7,bundle_discount,medium,0
CUST00788,Discount Sensitive,3,2,4,9,49,1,1408.44,0,0.39,8,0.0,0.0,11,none,medium,0
CUST00789,Discount Sensitive,3,2,3,8,55,1,753.6,0,0.36,1,0.0,0.0,0,new_launch,high,0
CUST00790,Needs Attention,3,2,2,7,78,1,458.83,1,0.19,9,0.0,1.0,20,new_launch,high,1
CUST00791,Dormant,1,1,1,3,230,0,0.0,0,0.0,0,0.0,0.0,46,free_shipping,high,1
CUST00792,Needs Attention,1,2,4,7,148,1,1395.21,0,0.18,4,0.0,0.0,39,bundle_discount,high,1
CUST00793,Needs Attention,2,2,4,8,113,1,1730.51,0,0.26,1,0.0,0.0,4,welcome_offer,high,1
CUST00794,Dormant,1,2,2,5,171,1,413.58,0,0.23,7,0.0,0.0,39,new_launch,high,1
CUST00795,At-Risk,2,4,5,11,138,2,2258.74,0,0.16,2,0.0,0.0,30,new_launch,high,1
CUST00796,Dormant,1,2,4,7,151,1,1622.25,0,0.28,8,0.0,0.0,19,free_shipping,high,1
CUST00797,Promising New,5,2,2,9,9,1,408.27,0,0.16,7,0.0,0.0,9,welcome_offer,low,0
CUST00798,Loyal Customers,3,4,4,11,57,2,1507.09,0,0.225,8,0.0,0.0,5,free_shipping,medium,0
CUST00799,Loyal Customers,3,4,3,10,56,2,738.93,0,0.365,2,0.0,0.0,7,free_shipping,medium,1
CUST00800,Champions,5,5,5,15,12,5,5040.63,0,0.188,7,0.0,0.0,0,none,low,0
CUST00801,Loyal Customers,3,4,4,11,76,2,1510.24,1,0.22,1,0.0,1.0,15,new_launch,high,1
CUST00802,Dormant,1,1,1,3,201,0,0.0,0,0.0,1,0.0,0.0,48,bundle_discount,high,1
CUST00803,Loyal Customers,3,4,5,12,53,2,2106.41,0,0.325,2,0.0,0.0,16,bundle_discount,medium,0
CUST00804,Promising New,5,2,3,10,14,1,969.91,0,0.22,7,0.0,0.0,7,bundle_discount,low,0
CUST00805,Promising New,4,2,3,9,41,1,780.79,0,0.11,8,0.0,0.0,18,free_shipping,medium,0
CUST00806,Promising New,4,2,3,9,21,1,976.95,0,0.46,11,0.0,0.0,7,bundle_discount,low,0
CUST00807,Needs Attention,2,2,2,6,112,1,594.61,0,0.25,4,0.0,0.0,14,bundle_discount,high,1
CUST00808,Discount Sensitive,3,2,2,7,53,1,444.73,1,0.39,16,0.0,1.0,21,bundle_discount,medium,0
CUST00809,Champions,4,5,4,13,22,3,1886.26,1,0.313,12,0.333,1.0,1,bundle_discount,medium,0
CUST00810,Dormant,1,1,1,3,217,0,0.0,0,0.0,0,0.0,0.0,37,welcome_offer,high,0
CUST00811,Dormant,1,1,1,3,184,0,0.0,0,0.0,2,0.0,0.0,30,welcome_offer,high,1
CUST00812,Dormant,1,1,1,3,189,0,0.0,0,0.0,0,0.0,0.0,27,welcome_offer,high,1
CUST00813,Champions,5,5,5,15,5,4,3695.8,1,0.17,11,0.0,0.0,1,none,medium,0
CUST00814,At-Risk,2,4,5,11,88,2,3500.93,0,0.245,14,0.0,0.0,16,free_shipping,high,0
CUST00815,At-Risk,2,4,5,11,137,2,2569.54,0,0.26,3,0.0,0.0,31,new_launch,high,0
CUST00816,Loyal Customers,3,4,5,12,59,2,2688.92,1,0.3,7,0.0,1.0,15,free_shipping,medium,0
CUST00817,Champions,5,5,5,15,9,7,6352.75,0,0.297,13,0.0,0.0,0,bundle_discount,low,0
CUST00818,Needs Attention,2,2,3,7,147,1,988.84,0,0.12,1,0.0,0.0,36,new_launch,high,1
CUST00819,Champions,4,5,5,14,28,4,2164.49,0,0.177,5,0.0,0.0,0,none,low,0
CUST00820,Dormant,1,1,1,3,189,0,0.0,0,0.0,4,0.0,0.0,46,bundle_discount,high,1
CUST00821,Discount Sensitive,2,2,2,6,94,1,409.56,1,0.36,6,0.0,0.0,27,none,high,0
CUST00822,Loyal Customers,3,5,4,12,76,3,1713.47,1,0.327,10,0.0,0.0,30,new_launch,high,0
CUST00823,At-Risk,2,4,2,8,146,2,546.33,0,0.345,2,0.5,0.0,33,new_launch,high,1
CUST00824,Promising New,5,2,2,9,4,1,446.93,0,0.14,4,0.0,0.0,0,free_shipping,low,0
CUST00825,Needs Attention,2,2,2,6,97,1,410.77,0,0.25,3,0.0,0.0,31,bundle_discount,high,1
CUST00826,At-Risk,1,4,5,10,158,2,2063.86,0,0.265,9,0.0,0.0,34,none,high,1
CUST00827,Needs Attention,3,2,4,9,57,1,1699.04,0,0.16,4,0.0,0.0,2,welcome_offer,medium,0
CUST00828,Discount Sensitive,2,2,1,5,90,1,355.91,0,0.39,5,0.0,0.0,17,none,high,1
CUST00829,Loyal Customers,3,5,5,13,62,4,3162.52,0,0.278,9,0.0,0.0,6,new_launch,medium,0
CUST00830,Loyal Customers,5,4,3,12,19,2,1150.55,0,0.355,11,0.0,0.0,6,welcome_offer,low,0
CUST00831,Loyal Customers,5,4,3,12,6,2,994.83,2,0.375,11,0.0,1.0,0,new_launch,medium,0
CUST00832,Promising New,5,2,3,10,0,1,716.8,0,0.16,9,0.0,0.0,0,free_shipping,low,0
CUST00833,Discount Sensitive,3,2,3,8,67,1,1142.84,0,0.49,6,0.0,0.0,4,welcome_offer,medium,1
CUST00834,Promising New,5,2,3,10,2,1,971.01,0,0.27,6,0.0,0.0,6,bundle_discount,low,0
CUST00835,At-Risk,1,5,4,10,157,3,1837.3,0,0.29,8,0.0,0.0,12,bundle_discount,high,1
CUST00836,Champions,5,4,4,13,9,2,1640.21,0,0.29,7,0.0,0.0,0,new_launch,low,0
CUST00837,Champions,5,4,4,13,15,2,1476.76,0,0.345,7,0.0,0.0,8,none,low,0
CUST00838,Promising New,5,2,2,9,9,1,402.67,1,0.51,11,0.0,1.0,12,new_launch,medium,1
CUST00839,At-Risk,1,4,3,8,162,2,860.28,0,0.2,2,0.0,0.0,31,new_launch,high,1
CUST00840,Loyal Customers,3,5,5,13,58,3,3328.28,0,0.29,3,0.0,0.0,0,none,medium,0
CUST00841,At-Risk,2,5,5,12,99,6,5236.09,0,0.19,2,0.167,0.0,29,none,high,0
CUST00842,Loyal Customers,3,4,4,11,71,2,1823.97,1,0.33,1,0.0,0.0,1,none,medium,0
CUST00843,Promising New,4,2,3,9,45,1,803.69,1,0.4,1,1.0,1.0,3,bundle_discount,high,1
CUST00844,Promising New,5,2,2,9,19,1,410.24,0,0.32,1,0.0,0.0,5,bundle_discount,high,0
CUST00845,Discount Sensitive,2,2,3,7,96,1,777.67,1,0.56,4,0.0,1.0,20,welcome_offer,high,1
CUST00846,Champions,4,5,4,13,41,3,1899.26,1,0.12,15,0.333,1.0,0,bundle_discount,medium,0
CUST00847,Promising New,5,2,4,11,4,1,1420.5,0,0.5,12,0.0,0.0,4,welcome_offer,low,0
CUST00848,Promising New,5,2,2,9,4,1,547.18,0,0.28,8,0.0,0.0,0,bundle_discount,low,0
CUST00849,Champions,5,5,5,15,6,4,2776.86,0,0.295,9,0.0,0.0,14,welcome_offer,low,0
CUST00850,Champions,5,4,5,14,7,2,2278.03,1,0.355,5,0.5,1.0,4,bundle_discount,medium,1
CUST00851,Promising New,5,2,3,10,0,1,822.7,0,0.28,8,0.0,0.0,0,welcome_offer,low,0
CUST00852,Loyal Customers,3,4,3,10,66,2,935.26,0,0.39,1,0.0,0.0,15,welcome_offer,medium,0
CUST00853,Discount Sensitive,3,2,1,6,61,1,318.94,1,0.47,9,0.0,1.0,13,none,medium,1
CUST00854,Dormant,1,1,1,3,279,0,0.0,0,0.0,1,0.0,0.0,44,welcome_offer,high,1
CUST00855,Dormant,1,1,1,3,292,0,0.0,0,0.0,1,0.0,0.0,52,free_shipping,high,1
CUST00856,Needs Attention,2,2,5,9,135,1,2235.84,0,0.19,1,0.0,0.0,27,welcome_offer,high,0
CUST00857,Loyal Customers,3,4,4,11,67,2,1852.15,1,0.365,3,0.0,1.0,4,free_shipping,medium,0
